"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","42","46","1","47.921593","0","46"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","42","46","1","50.268089","0","46"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","202","212","6","381.459381","0","212"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","26","26","2","48.547604","0","26"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","54","54","2","146.472839","0","54"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","16","16","2","14.356111","0","16"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","156","166","6","147.428482","0","166"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","26","30","2","15.211328","0","30"
"/InterchangeAssets/gltf/M_Default.M_Default","49","202","228","8","181.557724","0","228"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","164","182","6","162.281723","0","182"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","156","166","6","125.863396","0","166"
